"id_no","binomial","seasonal","full_habitat_code","habitat_code","elevation_lower","elevation_upper","xmin","xmax","ymin","ymax","path"
79100197,"Onychodactylus zhangyapingi",1,"1.4|1.6|5.1","1.4|1.6|5.1",250,1000,12123469,12737469,4741077,5280077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_79100197_1.tif"
59034,"Theloderma gordoni",1,"1.6|1.9|6","1.6|1.9|6",600,1500,9407469,10543469,1386077,2904077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59034_1.tif"
58436,"Quasipaa robertingeri",1,"1.9|5.1","1.9|5.1",0,9000,10218469,10255469,3502077,3555077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58436_1.tif"
54448,"Bombina microdeladigitora",1,"1.9|4.6|5.1|5.4","1.9|4.6|5.1|5.4",0,9000,9592469,10129469,2763077,3028077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54448_1.tif"
78586683,"Tylototriton dabienicus",1,"1.6","1.6",698,767,11117469,11174469,3796077,3867077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78586683_1.tif"
57588,"Oreolalax chuanbeiensis",1,"1.9|5.1","1.9|5.1",1300,2200,10006469,10086469,3840077,3953077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57588_1.tif"
58540,"Clinotarsus alticola",1,"1.6|3.6|4.6|5.1","1.6|3.6|4.6|5.1",0,9000,8508469,9639469,1016077,3532077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58540_1.tif"
61894,"Hynobius guabangshanensis",1,"3.4|5.4|5.7|15.8","3.4|5.4|5.7|15.8",0,9000,10828469,10848469,3334077,3355077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_61894_1.tif"
73727058,"Kaloula nonggangensis",1,"1.6|5.7|14.1","1.6|5.7|14.1",150,200,10308469,10337469,2769077,2794077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_73727058_1.tif"
58554,"Odorrana bacboensis",1,"1.6|1.9|5.1|5.5","1.6|1.9|5.1|5.5",230,1123,9974469,10218469,2246077,2885077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58554_1.tif"
58323,"Liurana xizangensis",1,"1.4","1.4",2250,2900,9146469,9243469,3601077,3678077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58323_1.tif"
54566,"Bufo ailaoanus",1,"1.9|5.1","1.9|5.1",2400,2600,9791469,9836469,2966077,3071077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54566_1.tif"
58431,"Nanorana medogensis",1,"1.9|5.1","1.9|5.1",1000,3000,9176469,9240469,3568077,3642077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58431_1.tif"
58320,"Liurana medogensis",1,"1.6|1.9","1.6|1.9",851,2448,9176469,9180469,3566077,3571077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58320_1.tif"
58544,"Odorrana anlungensis",1,"1.9|5.1","1.9|5.1",1480,1550,10146469,10197469,3069077,3140077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58544_1.tif"
59036,"Theloderma kwangsiense",1,"1.9","1.9",0,9000,10598469,10661469,2935077,3028077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59036_1.tif"
161756,"Bombina maxima",1,"5.4|5.7|5.8|14.1|15.9","5.4|5.7|5.8|14.1|15.9",0,9000,9642469,10242469,3008077,3573077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_161756_1.tif"
58434,"Nanorana polunini",1,"1.9|5.1","1.9|5.1",0,9000,7740469,8508469,3293077,3701077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58434_1.tif"
59092,"Hynobius chinensis",1,"1.4","1.4",1400,1500,10676469,10680469,3717077,3722077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59092_1.tif"
58803,"Kurixalus idiootocus",1,"3.6|4.6|5.7|5.8|15.7","3.6|4.6|5.7|5.8|15.7",50,2000,11623469,11771469,2728077,3122077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58803_1.tif"
57575,"Leptobrachella sungi",1,"1.6|1.9|5.1","1.6|1.9|5.1",331,955,9956469,10455469,2621077,2930077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57575_1.tif"
59440,"Cynops cyanurus",1,"1.6|5.7|15.7","1.6|5.7|15.7",0,9000,9686469,10147469,2978077,3281077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59440_1.tif"
58652,"Hylarana macrodactyla",1,"1.5|1.6|1.9|4.6|5.1|5.4|5.5|14.4|14.6|15.7","1.5|1.6|1.9|4.6|5.1|5.4|5.5|14.4|15.7",0,9000,9004469,11059469,676077,3153077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58652_1.tif"
54314689,"Odorrana yizhangensis",1,"1.6|1.9|5.1","1.6|1.9|5.1",800,1200,10271469,11029469,3062077,3614077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54314689_1.tif"
54622,"Bufo cryptotympanicus",1,"1.6","1.6",0,9000,9998469,11010469,2760077,3242077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54622_1.tif"
145432317,"Megophrys ombrophila",1,"1.9|14.3","1.9",1125,1350,11348469,11352469,3403077,3407077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_145432317_1.tif"
58797,"Rohanixalus vittatus",1,"1.6|1.9|2.2|5.4|5.7|5.8|14.6|15.7","1.6|1.9|2.2|5.4|5.7|5.8|15.7",0,9000,8514469,11425469,1362077,3594077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58797_1.tif"
58848,"Gracixalus gracilipes",1,"1.6|1.9|5.2|5.8","1.6|1.9|5.2|5.8",0,9000,9471469,10499469,2267077,2938077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58848_1.tif"
78519846,"Megophrys cheni",1,"1.8|1.9|5.4","1.8|1.9|5.4",1200,1530,10993469,11008469,3244077,3266077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78519846_1.tif"
58871,"Gracixalus medogensis",1,"1.9|5.5","1.9|5.5",1200,1500,9185469,9206469,3570077,3600077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58871_1.tif"
58229,"Amolops viridimaculatus",1,"1.9|5.1","1.9|5.1",0,9000,9073469,10016469,2779077,3430077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58229_1.tif"
57885,"Microhyla mixtura",1,"4.4|4.7","4.4|4.7",100,1700,10235469,11775469,3368077,4027077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57885_1.tif"
57589,"Oreolalax granulosus",1,"1.9|5.1","1.9|5.1",2300,2450,9689469,9841469,2887077,3066077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57589_1.tif"
57571,"Leptobrachella oshanensis",1,"1.4|1.6|1.9|5.1","1.4|1.6|1.9|5.1",600,1800,9848469,10761469,2253077,3924077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57571_1.tif"
152340346,"Leptobrachella bijie",1,"1.9|5.1","1.9|5.1",1670,1750,10156469,10170469,3332077,3398077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_152340346_1.tif"
149685795,"Liurana vallecula",1,"1.6","1.6",550,800,9164469,9186469,3565077,3579077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_149685795_1.tif"
145405869,"Leptobrachella yingjiangensis",1,"1.9","1.9",1615,1615,9416469,9421469,3046077,3051077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_145405869_1.tif"
39419,"Onychodactylus fischeri",1,"1.4|5.1","1.4|5.1",0,9000,11683469,12990469,4208077,5475077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_39419_1.tif"
54445,"Bombina fortinuptialis",1,"1.9|5.1|5.7|5.8","1.9|5.1|5.7|5.8",0,9000,10588469,10664469,2950077,3212077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54445_1.tif"
59112,"Liua shihi",1,"1.6|1.9|5.1","1.6|1.9|5.1",900,2350,10424469,10810469,3694077,3937077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59112_1.tif"
78586743,"Tylototriton lizhengchangi",1,"1.9","1.9",952,1200,10881469,10886469,3082077,3089077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78586743_1.tif"
58873,"Philautus microdiscus",1,"1.6","1.6",0,9000,9148469,9190469,3434077,3493077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58873_1.tif"
57839,"Kalophrynus menglienicus",1,"3.6|5.7|5.8|15.7|15.8","3.6|5.7|5.8|15.7|15.8",0,9000,9589469,9669469,2713077,2795077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57839_1.tif"
54699,"Ingerophrynus macrotis",1,"1.5|1.6|2.1|2.2|5.8","1.5|1.6|2.1|2.2|5.8",50,650,8666469,10562469,178077,3567077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54699_1.tif"
58638,"Hylarana lateralis",1,"1.5|1.6|3.6|4.5|5.4|5.7|5.8|15.2|15.7|15.8","1.5|1.6|3.6|4.5|5.4|5.7|5.8|15.2|15.7|15.8",60,1000,9112469,10479469,1405077,2941077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58638_1.tif"
89100526,"Pachytriton xanthospilos",1,"1.6|1.9|5.1","1.6|1.9|5.1",800,1400,10888469,10901469,3081077,3091077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_89100526_1.tif"
54596,"Bufo bufo",1,"1.1|1.2|1.4|3.4|3.5|3.8|4.4|4.5|5.1|5.4|5.5|5.6|5.7|5.8|5.9|14.2|14.4|15.2|15.5|15.7|15.9","1.1|1.2|1.4|3.4|3.5|3.8|4.4|4.5|5.1|5.4|5.5|5.6|5.7|5.8|5.9|14.2|14.4|15.2|15.5|15.7|15.9",0,3000,-941531,10470469,3500077,6857077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54596_1.tif"
88970963,"Rana sauteri",1,"1.6|1.9|5.1|5.7","1.6|1.9|5.1|5.7",170,2500,11619469,11745469,2796077,3092077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_88970963_1.tif"
195401,"Ingerophrynus ledongensis",1,"1.6|5.1|5.7","1.6|5.1|5.7",350,900,10489469,11020469,2330077,3062077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_195401_1.tif"
54580,"Bufo aspinius",1,"1.9|5.1","1.9|5.1",1800,2400,9633469,9657469,3158077,3225077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54580_1.tif"
58613,"Odorrana hainanensis",1,"1.6|5.1","1.6|5.1",50,1000,10496469,10644469,2308077,2418077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58613_1.tif"
59459,"Paramesotriton guangxiensis",1,"1.6|5.1","1.6|5.1",0,9000,10353469,10380469,2716077,2740077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59459_1.tif"
57607,"Scutiger boulengeri",1,"4.7|5.1|5.5|5.6|5.10","4.7|5.1|5.5|5.6|5.10",0,9000,7834469,10198469,3376077,4316077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57607_1.tif"
58248,"Nanorana unculuanus",1,"1.9|5.1|5.7|5.8","1.9|5.1|5.7|5.8",1650,2200,9692469,10049469,2792077,3023077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58248_1.tif"
58794,"Liuixalus romeri",1,"1.6|5.1|5.2|5.4|5.7|5.8|15.2","1.6|5.1|5.2|5.4|5.7|5.8|15.2",0,650,10983469,11026469,2757077,2798077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58794_1.tif"
58949,"Rhacophorus gongshanensis",1,"4.6|5.1|5.7|5.8|14.1|14.4|15.2|15.3","4.6|5.1|5.7|5.8|14.1|14.4|15.2|15.3",0,9000,9072469,9569469,3023077,3473077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58949_1.tif"
58442,"Quasipaa verrucospinosa",1,"1.6|1.9|5.1","1.6|1.9|5.1",0,9000,9961469,10420469,1983077,2856077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58442_1.tif"
136056,"Zhangixalus yinggelingensis",1,"1.9|5.2|5.8","1.9|5.2|5.8",1300,1550,10535469,10575469,2365077,2401077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_136056_1.tif"
57539,"Megophrys feae",1,"1.9|5.1","1.9|5.1",950,2800,9273469,10442469,2121077,3432077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57539_1.tif"
58752,"Rana zhengi",1,"1.4","1.4",1300,1300,9958469,9977469,3608077,3629077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58752_1.tif"
78586709,"Tylototriton liuyangensis",1,"1.6|1.9|5.4","1.6|1.9|5.4",600,1400,10962469,11020469,3449077,3513077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78586709_1.tif"
89020863,"Scutiger mammatus",1,"1.9|4.7|5.1|5.4","1.9|4.7|5.1|5.4",2600,4200,9276469,9863469,3460077,4113077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_89020863_1.tif"
58816,"Raorchestes annandalii",1,"1.9|3.7","1.9|3.7",0,9000,9059469,9264469,3480077,3572077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58816_1.tif"
58543,"Odorrana andersonii",1,"1.6|1.9|5.1|14.1|14.4|14.6","1.6|1.9|5.1|14.1|14.4",200,2060,9213469,10683469,2255077,3434077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58543_1.tif"
58727,"Odorrana swinhoana",1,"1.6|1.9|5.1","1.6|1.9|5.1",0,2000,11627469,11762469,2747077,3121077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58727_1.tif"
58981,"Rhacophorus bipunctatus",1,"1.6|1.9|3.7|5.1|5.2|5.7|5.8|14.3|14.4","1.6|1.9|3.7|5.1|5.2|5.7|5.8|14.4",100,2200,8713469,9832469,469077,3617077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58981_1.tif"
58640,"Hylarana latouchii",1,"1.6|1.9","1.6|1.9",30,1500,10190469,11785469,2700077,3915077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58640_1.tif"
79721674,"Cynops yunnanensis",1,"2.1|5.8","2.1|5.8",1800,2600,9645469,9964469,2830077,3227077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_79721674_1.tif"
88383857,"Pachytriton granulosus",1,"1.6|5.1","1.6|5.1",50,700,11344469,11759469,3184077,3773077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_88383857_1.tif"
152336041,"Amolops shuichengicus",1,"1.9|5.1","1.9|5.1",2000,2100,10109469,10114469,3258077,3263077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_152336041_1.tif"
58635,"Rana kukunoris",1,"4.4|4.7|5.1|5.4|5.7","4.4|4.7|5.1|5.4|5.7",2000,4400,8905469,10176469,3542077,4825077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58635_1.tif"
57538,"Megophrys chuannanensis",1,"1.6|1.9|5.1","1.6|1.9|5.1",800,1400,10064469,10502469,3403077,3545077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57538_1.tif"
187827,"Theloderma lateriticum",1,"1.9|5.1|5.2","1.9|5.1|5.2",240,1400,9995469,10395469,2595077,2871077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_187827_1.tif"
88383344,"Pachyhynobius shangchengensis",1,"1.6|1.9|5.1","1.6|1.9|5.1",380,1100,11105469,11238469,3705077,3863077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_88383344_1.tif"
58686,"Rana omeimontis",1,"1.4|1.6|1.9|5.1|5.7|15.2|15.7|15.8","1.4|1.6|1.9|5.1|5.7|15.2|15.7|15.8",0,9000,9860469,10743469,3204077,4027077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58686_1.tif"
78587007,"Tylototriton pseudoverrucosus",1,"3.7|4.7|5.7|5.8","3.7|4.7|5.7|5.8",2300,2800,9900469,9921469,3322077,3347077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78587007_1.tif"
57598,"Oreolalax popei",1,"1.6|1.9|5.1","1.6|1.9|5.1",700,2000,9889469,10408469,3595077,4029077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57598_1.tif"
58745,"Odorrana versabilis",1,"1.6|1.9|5.1","1.6|1.9|5.1",300,1350,10413469,11236469,2975077,3460077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58745_1.tif"
89108544,"Rana coreana",1,"1.4|3.4|4.4|5.1|5.2|5.7|14.1|15.2|15.7","1.4|3.4|4.4|5.1|5.2|5.7|14.1|15.2|15.7",0,700,11679469,12503469,4123077,4708077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_89108544_1.tif"
79075338,"Cynops fudingensis",1,"1.6|5.8|14.1|14.3","1.6|5.8|14.1",595,718,11592469,11596469,3333077,3337077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_79075338_1.tif"
59089,"Hynobius amjiensis",1,"5.4|5.7","5.4|5.7",0,9000,11492469,11498469,3709077,3716077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_59089_1.tif"
58964,"Zhangixalus puerensis",1,"1.9|4.7|5.7|5.8","1.9|4.7|5.7|5.8",0,9000,9775469,9782469,2842077,2850077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58964_1.tif"
57634,"Megophrys caudoprocta",1,"1.9|5.1","1.9|5.1",1100,1600,10584469,10680469,3584077,3687077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57634_1.tif"
58418,"Nanorana arnoldi",1,"1.9|5.1|5.9","1.9|5.1|5.9",0,9000,9353469,9541469,3160077,3522077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58418_1.tif"
57618,"Scutiger ningshanensis",1,"1.4|3.4","1.4|3.4",0,9000,10457469,10577469,4009077,4092077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57618_1.tif"
78531031,"Paramesotriton qixilingensis",1,"1.6|5.1","1.6|5.1",194,194,10991469,11016469,3301077,3330077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_78531031_1.tif"
57837,"Kalophrynus interlineatus",1,"1.6|3.6|4.5|5.4|5.8|14.4|14.6","1.6|3.6|4.5|5.4|5.8|14.4",0,9000,9172469,11053469,1324077,3004077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57837_1.tif"
145406129,"Odorrana kweichowensis",1,"1.6|5.1","1.6|5.1",700,1000,10220469,10402469,3344077,3476077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_145406129_1.tif"
146057852,"Buergeria otai",1,"1.6|1.9|5.8|5.9|5.12|15.9","1.6|1.9|5.8|5.9|5.12|15.9",0,1500,11616469,11755469,2786077,3074077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_146057852_1.tif"
57595,"Oreolalax nanjiangensis",1,"1.9|5.1","1.9|5.1",1400,1900,10073469,10347469,3838077,3985077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57595_1.tif"
54582,"Bufo bankorensis",1,"1.6|1.9|5.1|5.2|5.7|5.8|14.1|14.3|14.4|15.2|15.7","1.6|1.9|5.1|5.2|5.7|5.8|14.1|14.4|15.2|15.7",0,2700,11617469,11764469,2728077,3114077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54582_1.tif"
57613,"Scutiger liupanensis",1,"1.9|5.1","1.9|5.1",1900,2500,10234469,10282469,4223077,4291077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57613_1.tif"
58676,"Odorrana nasuta",1,"1.6|5.1","1.6|5.1",350,1000,10508469,10736469,2312077,2770077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58676_1.tif"
57551,"Leptobrachium chapaense",1,"1.6|1.9|5.1","1.6|1.9|5.1",800,2400,9407469,10460469,1797077,3169077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_57551_1.tif"
48109439,"Quasipaa acanthophora",1,"1.9|5.1","1.9|5.1",300,1220,10248469,10330469,2632077,2740077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_48109439_1.tif"
54768,"Duttaphrynus stomaticus",1,"1.4|3.5|3.6|4.5|4.6|5.7|5.8|14.1|14.4|14.5|15.2|15.6","1.4|3.5|3.6|4.5|4.6|5.7|5.8|14.1|14.4|14.5|15.2|15.6",0,4500,5412469,9088469,1026077,4421077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_54768_1.tif"
58292,"Fejervarya teraiensis",1,"4.4|4.6|5.2|5.7|5.8|15.7","4.4|4.6|5.2|5.7|5.8|15.7",0,2440,7725469,9192469,2703077,3570077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58292_1.tif"
58710,"Pseudorana sangzhiensis",1,"1.9|5.1","1.9|5.1",1300,1400,10540469,10948469,3034077,3639077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58710_1.tif"
159250,"Amolops minutus",1,"1.9|5.1","1.9|5.1",2050,2400,9968469,10044469,2749077,2837077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_159250_1.tif"
173043067,"Batrachuperus tibetanus",1,"1.9|5.1|5.5|5.8|5.9","1.9|5.1|5.5|5.8|5.9",1260,4250,9814469,10436469,3731077,4331077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_173043067_1.tif"
58204,"Odorrana chapaensis",1,"1.6|1.9|5.1","1.6|1.9|5.1",0,9000,9884469,10146469,2484077,2874077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58204_1.tif"
58576,"Odorrana chloronota",1,"1.6|1.9|5.1","1.6|1.9|5.1",100,1900,8508469,11739469,1388077,3783077,"/home/jhanson/aoh-data/AMPHIBIANS/FRC_58576_1.tif"
