"id_no","binomial","seasonal","full_habitat_code","habitat_code","elevation_lower","elevation_upper","xmin","xmax","ymin","ymax","path"
22685434,"Palaeornis eupatria",1,"1.5|1.6|1.7|3.5|3.6|8.1","1.5|1.6|1.7|3.5|3.6|8.1",0,800,6538469,10562469,753077,4223077,"/home/jhanson/frc-data/BOTW/FRC_22685434_1.tif"
22685473,"Himalayapsitta finschii",1,"1.5|1.6|1.9|3.5|3.6|14.3|14.6","1.5|1.6|1.9|3.5|3.6",100,3800,8667469,10562469,1309077,3453077,"/home/jhanson/frc-data/BOTW/FRC_22685473_1.tif"
22685468,"Himalayapsitta himalayana",1,"1.4|1.6|14.1","1.4|1.6|14.1",1250,2500,6693469,8717469,3292077,4222077,"/home/jhanson/frc-data/BOTW/FRC_22685468_1.tif"
22685486,"Himalayapsitta roseata",1,"1.5|3.5|14.1|14.6","1.5|3.5|14.1",0,1500,8167469,10800469,1088077,3528077,"/home/jhanson/frc-data/BOTW/FRC_22685486_1.tif"
22685441,"Alexandrinus krameri",1,"1.6|1.7|2.1|3.5|4.5|5.4|14.1|14.4","1.6|1.7|2.1|3.5|4.5|5.4|14.1|14.4",0,2000,-1692531,9415469,458077,4190077,"/home/jhanson/frc-data/BOTW/FRC_22685441_1.tif"
183446899,"Coracina javensis",1,"1.6|1.9|2.1|14.6","1.6|1.9|2.1",0,9000,7128469,11771469,-1124923,4107077,"/home/jhanson/frc-data/BOTW/FRC_183446899_1.tif"
22725044,"Acanthis flammea",3,"1.1|1.4|3.4|14.3|14.4","1.1|1.4|3.4|14.4",0,9000,-12960531,14070469,3844077,6732077,"/home/jhanson/frc-data/BOTW/FRC_22725044_3.tif"
22695490,"Accipiter badius",1,"1.5|1.6|2.1|3.5|4.5|14.3|14.4|14.5","1.5|1.6|2.1|3.5|4.5|14.4|14.5",0,2200,-1692531,10771469,-3600923,4737077,"/home/jhanson/frc-data/BOTW/FRC_22695490_1.tif"
22714722,"Acrocephalus scirpaceus",2,"5.1|5.4|5.5","5.1|5.4|5.5",0,1400,-916531,8505469,2862077,6655077,"/home/jhanson/frc-data/BOTW/FRC_22714722_2.tif"
22714751,"Acrocephalus stentoreus",1,"1.9|3.6|4.6|5.1|5.4|5.5|5.7","1.9|3.6|4.6|5.1|5.4|5.5|5.7",0,3000,2741469,10779469,753077,4176077,"/home/jhanson/frc-data/BOTW/FRC_22714751_1.tif"
104007058,"Alaudala rufescens",2,"3.4|3.5|4.4|12.5","3.4|3.5|4.4",0,3000,3064469,11684469,4719077,5970077,"/home/jhanson/frc-data/BOTW/FRC_104007058_2.tif"
104007058,"Alaudala rufescens",1,"3.4|3.5|4.4|12.5","3.4|3.5|4.4",0,3000,-1632531,12290469,2847077,5799077,"/home/jhanson/frc-data/BOTW/FRC_104007058_1.tif"
22678691,"Alectoris chukar",1,"3.8|4.4","3.8|4.4",0,4500,2080469,11867469,3089077,5974077,"/home/jhanson/frc-data/BOTW/FRC_22678691_1.tif"
22680301,"Anas acuta",2,"5.1|5.4|5.5|5.8|13.4","5.1|5.4|5.5|5.8",0,9000,-17367531,17368469,4573077,7100077,"/home/jhanson/frc-data/BOTW/FRC_22680301_2.tif"
22680301,"Anas acuta",3,"5.5|5.14|13.4","5.5|5.14",0,9000,-17116531,11983469,-677923,6199077,"/home/jhanson/frc-data/BOTW/FRC_22680301_3.tif"
22680186,"Anas platyrhynchos",1,"5.1|5.4|5.5|5.7|5.14|5.17|15.1|15.2|15.3|15.6|15.7|15.9","5.1|5.4|5.5|5.7|5.14|5.17|15.1|15.2|15.3|15.6|15.7|15.9",0,1000,-17285531,14069469,2556077,6908077,"/home/jhanson/frc-data/BOTW/FRC_22680186_1.tif"
22680186,"Anas platyrhynchos",2,"5.1|5.4|5.5|5.7|5.14|5.17|15.1|15.2|15.3|15.6|15.7|15.9","5.1|5.4|5.5|5.7|5.14|5.17|15.1|15.2|15.3|15.6|15.7|15.9",0,1000,-17277531,17346469,3597077,6995077,"/home/jhanson/frc-data/BOTW/FRC_22680186_2.tif"
22680186,"Anas platyrhynchos",3,"5.1|5.4|5.5|5.7|5.14|5.17|15.1|15.2|15.3|15.6|15.7|15.9","5.1|5.4|5.5|5.7|5.14|5.17|15.1|15.2|15.3|15.6|15.7|15.9",0,1000,-11205531,14367469,1176077,5323077,"/home/jhanson/frc-data/BOTW/FRC_22680186_3.tif"
22718560,"Anthus cervinus",3,"12.4|14.1|14.2|15.1|15.7","14.1|14.2|15.1|15.7",0,2500,-2447531,12676469,-914923,4861077,"/home/jhanson/frc-data/BOTW/FRC_22718560_3.tif"
103821389,"Anthus richardi",2,"4.2|14.1|14.2","4.2|14.1|14.2",0,1800,7179469,13656469,2823077,6641077,"/home/jhanson/frc-data/BOTW/FRC_103821389_2.tif"
103821389,"Anthus richardi",3,"4.2|14.1|14.2","4.2|14.1|14.2",0,1800,5412469,12711469,330077,4089077,"/home/jhanson/frc-data/BOTW/FRC_103821389_3.tif"
22718575,"Anthus rubescens",2,"4.1|6|12.1|12.6|14.1|14.2","4.1|6|14.1|14.2",0,2700,-17367531,17368469,3793077,7128077,"/home/jhanson/frc-data/BOTW/FRC_22718575_2.tif"
22718575,"Anthus rubescens",3,"4.4|5.1|5.5|5.16|12.2|12.3|12.4","4.4|5.1|5.5|5.16",0,2700,-12035531,14069469,1701077,5557077,"/home/jhanson/frc-data/BOTW/FRC_22718575_3.tif"
22686845,"Apus pacificus",1,"1.1|1.4|14.5","1.1|1.4|14.5",0,4000,8074469,11785469,1657077,3734077,"/home/jhanson/frc-data/BOTW/FRC_22686845_1.tif"
22686845,"Apus pacificus",2,"1.1|1.4|14.5","1.1|1.4|14.5",0,4000,7091469,16050469,2531077,6823077,"/home/jhanson/frc-data/BOTW/FRC_22686845_2.tif"
22696076,"Aquila fasciata",1,"1.4|3.8|4.4|6","1.4|3.8|4.4|6",0,3000,-1179531,12711469,-1316923,5202077,"/home/jhanson/frc-data/BOTW/FRC_22696076_1.tif"
22696048,"Aquila heliaca",3,"1.4|3.8|4.5|5.4|14.1|14.2","1.4|3.8|4.5|5.4|14.1|14.2",0,1600,2530469,12745469,-442923,5035077,"/home/jhanson/frc-data/BOTW/FRC_22696048_3.tif"
22696048,"Aquila heliaca",2,"1.4|3.8|4.4|4.5|14.1|14.2","1.4|3.8|4.4|4.5|14.1|14.2",0,1600,1456469,11965469,4686077,6336077,"/home/jhanson/frc-data/BOTW/FRC_22696048_2.tif"
22697043,"Ardea alba",2,"4.6|5.4|5.5|12.4|15.4","4.6|5.4|5.5|15.4",0,1500,-11911531,13632469,1296077,6174077,"/home/jhanson/frc-data/BOTW/FRC_22697043_2.tif"
22697043,"Ardea alba",1,"4.6|5.4|5.5|12.4|15.4","4.6|5.4|5.5|15.4",0,1500,-17229531,17281469,-5823923,5890077,"/home/jhanson/frc-data/BOTW/FRC_22697043_1.tif"
22696993,"Ardea cinerea",3,"1.7|4.6|5.1|5.4|5.5|5.6|5.7|5.8|5.13|5.14|5.15|5.16|5.17|12.4|12.5|15.1|15.2|15.3|15.6|15.7|15.9","1.7|4.6|5.1|5.4|5.5|5.6|5.7|5.8|5.13|5.14|5.15|5.16|5.17|15.1|15.2|15.3|15.6|15.7|15.9",0,4000,-2782531,11822469,1049077,6175077,"/home/jhanson/frc-data/BOTW/FRC_22696993_3.tif"
22696993,"Ardea cinerea",1,"1.7|4.6|5.1|5.4|5.5|5.6|5.7|5.8|5.13|5.14|5.15|5.16|5.17|12.4|12.5|15.1|15.2|15.3|15.6|15.7|15.9","1.7|4.6|5.1|5.4|5.5|5.6|5.7|5.8|5.13|5.14|5.15|5.16|5.17|15.1|15.2|15.3|15.6|15.7|15.9",0,4000,-1692531,14070469,-4181923,6811077,"/home/jhanson/frc-data/BOTW/FRC_22696993_1.tif"
22696993,"Ardea cinerea",2,"1.7|4.6|5.1|5.4|5.5|5.6|5.7|5.8|5.13|5.14|5.15|5.16|5.17|12.4|12.5|15.1|15.2|15.3|15.6|15.7|15.9","1.7|4.6|5.1|5.4|5.5|5.6|5.7|5.8|5.13|5.14|5.15|5.16|5.17|15.1|15.2|15.3|15.6|15.7|15.9",0,4000,-495531,13967469,3565077,6915077,"/home/jhanson/frc-data/BOTW/FRC_22696993_2.tif"
22697031,"Ardea purpurea",1,"1.7|3.6|5.4|12.4","1.7|3.6|5.4",0,1800,-2296531,12730469,-4181923,5002077,"/home/jhanson/frc-data/BOTW/FRC_22697031_1.tif"
22697031,"Ardea purpurea",2,"1.7|3.6|5.4|12.4","1.7|3.6|5.4",0,1800,-916531,13417469,3081077,5869077,"/home/jhanson/frc-data/BOTW/FRC_22697031_2.tif"
22698188,"Ardenna carneipes",1,"1.6|3.6|4.6","1.6|3.6|4.6",0,9000,-17367531,17368469,-5427923,6447077,"/home/jhanson/frc-data/BOTW/FRC_22698188_1.tif"
22693336,"Arenaria interpres",3,"5.1|5.5|5.6|12.1|12.2|12.3|12.4|12.5|12.6","5.1|5.5|5.6",0,9000,-17367531,17368469,-5823923,6637077,"/home/jhanson/frc-data/BOTW/FRC_22693336_3.tif"
22689328,"Athene noctua",1,"2.1|3.3|3.5|3.8|4.4|14.1|14.2|14.4|14.5","2.1|3.3|3.5|3.8|4.4|14.1|14.2|14.4|14.5",0,2600,-1404531,12958469,681077,6207077,"/home/jhanson/frc-data/BOTW/FRC_22689328_1.tif"
22680358,"Aythya ferina",2,"5.1|5.4|5.5|5.7|5.14|5.16","5.1|5.4|5.5|5.7|5.14|5.16",0,2690,568469,12051469,4399077,6738077,"/home/jhanson/frc-data/BOTW/FRC_22680358_2.tif"
22680358,"Aythya ferina",3,"5.1|5.4|5.5|5.7|5.14|5.16|13.4|15.1|15.5|15.6","5.1|5.4|5.5|5.7|5.14|5.16|15.1|15.5|15.6",0,2690,-1692531,14070469,-19923,6361077,"/home/jhanson/frc-data/BOTW/FRC_22680358_3.tif"
22680373,"Aythya nyroca",2,"5.5|5.7|15.1|15.3","5.5|5.7|15.1|15.3",0,880,217469,10713469,3466077,6203077,"/home/jhanson/frc-data/BOTW/FRC_22680373_2.tif"
22680373,"Aythya nyroca",3,"5.5|5.7|13.4|13.5|15.1|15.3","5.5|5.7|15.1|15.3",0,880,-1692531,11206469,872077,6034077,"/home/jhanson/frc-data/BOTW/FRC_22680373_3.tif"
22697109,"Bubulcus ibis",1,"4.6|5.1|5.5|14.1|14.2","4.6|5.1|5.5|14.1|14.2",0,4080,-17229531,17281469,-6005923,5657077,"/home/jhanson/frc-data/BOTW/FRC_22697109_1.tif"
22693427,"Calidris alpina",3,"12.4|13.4|13.5|14.1|14.2|15.4|15.6","14.1|14.2|15.4|15.6",0,9000,-17205531,16080469,-2501923,6435077,"/home/jhanson/frc-data/BOTW/FRC_22693427_3.tif"
22693464,"Calidris falcinellus",3,"12.4|12.5|13.4|15.4|15.6","15.4|15.6",200,9000,3745469,14815469,-4995923,3492077,"/home/jhanson/frc-data/BOTW/FRC_22693464_3.tif"
22709724,"Calliope pectardens",2,"1.9|3.7","1.9|3.7",2700,3700,8472469,10558469,3401077,4513077,"/home/jhanson/frc-data/BOTW/FRC_22709724_2.tif"
22727487,"Charadrius alexandrinus",2,"4.4|5.1|5.2|5.15|5.16|8.1|8.2|12.2|12.3|12.4|12.5|13.4|15.1|15.2|15.4|15.5","4.4|5.1|5.2|5.15|5.16|8.1|8.2|15.1|15.2|15.4|15.5",0,3000,-188531,14143469,3913077,6128077,"/home/jhanson/frc-data/BOTW/FRC_22727487_2.tif"
22727487,"Charadrius alexandrinus",1,"4.4|5.1|5.2|5.15|5.16|8.1|8.2|12.2|12.3|12.4|12.5|13.4|15.1|15.2|15.4|15.5","4.4|5.1|5.2|5.15|5.16|8.1|8.2|15.1|15.2|15.4|15.5",0,3000,-2782531,13708469,753077,5700077,"/home/jhanson/frc-data/BOTW/FRC_22727487_1.tif"
22727487,"Charadrius alexandrinus",3,"4.4|5.1|5.2|5.15|5.16|8.1|8.2|12.2|12.3|12.4|12.5|13.4|15.1|15.2|15.4|15.5","4.4|5.1|5.2|5.15|5.16|8.1|8.2|15.1|15.2|15.4|15.5",0,3000,-2732531,12503469,-1309923,5570077,"/home/jhanson/frc-data/BOTW/FRC_22727487_3.tif"
22693770,"Charadrius dubius",3,"1.7|4.6|5.1|5.5|14.2|14.4|14.5|15.7","1.7|4.6|5.1|5.5|14.2|14.4|14.5|15.7",0,800,-1692531,12438469,-1157923,5070077,"/home/jhanson/frc-data/BOTW/FRC_22693770_3.tif"
22693770,"Charadrius dubius",2,"1.7|4.6|5.1|5.5|5.15|14.5|15.5|15.6|15.7","1.7|4.6|5.1|5.5|5.15|14.5|15.5|15.6|15.7",0,800,-915531,14154469,2590077,6823077,"/home/jhanson/frc-data/BOTW/FRC_22693770_2.tif"
22693862,"Charadrius leschenaultii",2,"4.4|5.15|6|8.1","4.4|5.15|6|8.1",0,3000,3141469,11261469,3856077,5985077,"/home/jhanson/frc-data/BOTW/FRC_22693862_2.tif"
22733562,"Chlamydotis macqueenii",2,"4.5|8.1|8.2","4.5|8.1|8.2",0,9000,4819469,10275469,4337077,5677077,"/home/jhanson/frc-data/BOTW/FRC_22733562_2.tif"
22694787,"Chlidonias niger",2,"5.4|5.5|5.7|5.16|15.8","5.4|5.5|5.7|5.16|15.8",0,9000,-12344531,8476469,4275077,6540077,"/home/jhanson/frc-data/BOTW/FRC_22694787_2.tif"
22717855,"Cinnyris asiaticus",1,"1.5|1.6|3.5|3.6|5.2|14.1|14.4","1.5|1.6|3.5|3.6|5.2|14.1|14.4",0,9000,4986469,10562469,753077,4182077,"/home/jhanson/frc-data/BOTW/FRC_22717855_1.tif"
22690066,"Columba livia",1,"6|7.1|14.1|14.2|14.6","6|14.1|14.2",0,4500,-1692531,12729469,753077,6501077,"/home/jhanson/frc-data/BOTW/FRC_22690066_1.tif"
22695028,"Elanus caeruleus",1,"2.1|3.5|4.5|4.7|8.1|14.1|14.6","2.1|3.5|4.5|4.7|8.1|14.1",0,3000,-1692531,14189469,-4181923,5329077,"/home/jhanson/frc-data/BOTW/FRC_22695028_1.tif"
22721020,"Emberiza calandra",1,"4.4|14.1|14.2","4.4|14.1|14.2",0,500,-1753531,8300469,2991077,6213077,"/home/jhanson/frc-data/BOTW/FRC_22721020_1.tif"
22721007,"Emberiza pallasi",3,"3.3|3.4|4.1|4.4|5.1|5.5|14.1","3.3|3.4|4.1|4.4|5.1|5.5|14.1",0,9000,9583469,12925469,3653077,5558077,"/home/jhanson/frc-data/BOTW/FRC_22721007_3.tif"
22721007,"Emberiza pallasi",2,"3.3|3.4|4.1|4.4","3.3|3.4|4.1|4.4",0,9000,6003469,16886469,5234077,6999077,"/home/jhanson/frc-data/BOTW/FRC_22721007_2.tif"
22721012,"Emberiza schoeniclus",3,"5.3|5.4|5.5|5.6|5.7|5.10","5.3|5.4|5.5|5.6|5.7|5.10",0,9000,-971531,14050469,2682077,5604077,"/home/jhanson/frc-data/BOTW/FRC_22721012_3.tif"
22721012,"Emberiza schoeniclus",2,"5.3|5.4|5.5|5.6|5.7|5.10","5.3|5.4|5.5|5.6|5.7|5.10",0,9000,-938531,15892469,4464077,6965077,"/home/jhanson/frc-data/BOTW/FRC_22721012_2.tif"
22721012,"Emberiza schoeniclus",1,"14.1","14.1",0,9000,-1024531,11256469,3718077,6406077,"/home/jhanson/frc-data/BOTW/FRC_22721012_1.tif"
22717434,"Eremophila alpestris",1,"3.3|3.5|4.2|4.4|4.7|13.3|14.1|14.2","3.3|3.5|4.2|4.4|4.7|14.1|14.2",0,5400,2793469,11780469,3379077,6083077,"/home/jhanson/frc-data/BOTW/FRC_22717434_1.tif"
22717434,"Eremophila alpestris",2,"3.3|3.5|4.2|4.4|4.7|13.3|14.1|14.2","3.3|3.5|4.2|4.4|4.7|14.1|14.2",0,5400,-17285531,17368469,516077,7174077,"/home/jhanson/frc-data/BOTW/FRC_22717434_2.tif"
45354964,"Falco peregrinus",2,"3.4|4.1|6|13.1","3.4|4.1|6",0,3300,-17245531,17368469,3321077,7174077,"/home/jhanson/frc-data/BOTW/FRC_45354964_2.tif"
45354964,"Falco peregrinus",3,"5.4","5.4",0,3300,-12001531,15352469,-5604923,6168077,"/home/jhanson/frc-data/BOTW/FRC_45354964_3.tif"
45354964,"Falco peregrinus",1,"1.4|1.5|2.1|3.5|4.5|5.1|5.5|8.1|12.1|12.2|12.3|12.4|12.5|14.5","1.4|1.5|2.1|3.5|4.5|5.1|5.5|8.1|14.5",0,3300,-17367531,17368469,-6005923,7234077,"/home/jhanson/frc-data/BOTW/FRC_45354964_1.tif"
22709217,"Ficedula ruficauda",2,"1.4","1.4",1200,3300,6433469,8508469,3296077,4769077,"/home/jhanson/frc-data/BOTW/FRC_22709217_2.tif"
22720030,"Fringilla coelebs",3,"1.1|1.4|3.3|3.4|3.8|14.1|14.2|14.4|14.5","1.1|1.4|3.3|3.4|3.8|14.1|14.2|14.4|14.5",0,9000,331469,8449469,3291077,5596077,"/home/jhanson/frc-data/BOTW/FRC_22720030_3.tif"
22720030,"Fringilla coelebs",2,"1.1|1.4|3.3|3.4|3.8|14.1|14.2|14.4|14.5","1.1|1.4|3.3|3.4|3.8|14.1|14.2|14.4|14.5",0,9000,517469,10061469,4546077,6919077,"/home/jhanson/frc-data/BOTW/FRC_22720030_2.tif"
